class,tweet
offensive_language,Gillette is for pussies
offensive_language,Gimme another beer bitch!
offensive_language,Gimme my grade bitch you know wat I'm trying to spell
offensive_language,"Girl don't hide that pussy, you should be the type to provide that pussy"
offensive_language,"Girl like 19 pics of mine on Instagram this morning while I was working, when I saw that I thought ""this bitch need a life"""
offensive_language,Girl you eating more pussy then me girl you should have been a nigga
offensive_language,"Girls are so fucking grimy today, keep your vagina in your pants you dirty hoe"
offensive_language,"Girls be like ""1/13/13 I love you babe &lt;3"" bitch isn't that today?"
offensive_language,"Girls be like ""10/23/12 I love you babe &lt;3"" hoe isn't that today?"
offensive_language,Girls be looking for reasons to do hoe shit
offensive_language,"Girls be tripping with that ""you got hoes"" shit, I do know other girls that are my friends!"
neither,Girls that wear colored jeans &#128525;&#128527;&#128076;
offensive_language,Girls the days be confused hoes ain't nobody got time fo that !
offensive_language,"Girls wanna meet a man with plans and ambition and a boy on a ""pussy hit "" mission.."
offensive_language,Girls watch out for hoes who always have something to say bout your man bc they will be the main one tryin to fuck him behind your back
offensive_language,Give a bitch 2 or 3 pumps &amp; that's it.
offensive_language,Give a hipster bitch a yellow stick now she suckin dick in the hood and shit -Othot
offensive_language,"Give me 3 wishes, I wish, I wish, I wish you would bitch."
offensive_language,Give me head an kiss yah nigga u a ill bitch
offensive_language,Give me head and kiss to nigga you a eww bitch
offensive_language,Give that hoe an Oscar she stay acting crazyy!!
offensive_language,"Give these hoes 20,000 followers you got a whole new bitch"
offensive_language,Give us our credit bitch.. We went out there &amp; took that W. http://t.co/m5V4XKG7BY
hate_speech,Giving you that trailer park trash. #transformthursday #ladykimora #vegasqueens #vegasshowgirls http://t.co/5BbMhApHrD
neither,Glad I ain't got no bird legs &#128514;
offensive_language,Glad I bossed up on my old hoes &#128170;
offensive_language,"Go UTES! You got Playboy bitches, disrespectful players, and a bunch of spoiled hipsters at your school, so I'm cheering for you. #not"
offensive_language,"Go cry about it joey.
Just like the little bitch you are"
offensive_language,Go watch nick jr. Childish ass bitch &#8220;@SideHoeNextDoor: The nicks are playing ?&#8221;
hate_speech,God I would sell both my nuts to watch LeBron tear his ACL right now and watch all those pussies kill themselves
offensive_language,God bless the dumb and retarded
offensive_language,God bless the dumb niggas who trust these hoes
offensive_language,God dam man that freestyle is so retarded that its fumny af omg
offensive_language,God damn birds
offensive_language,God damn flappy birds weak ass
neither,God damn zebras every Virginia possession the whistle blows geeze.
neither,"God made male and female blades of grass. Every living thing must reproduce itself to stay on this Earth: birds, bees and grass. Sex=Natural"
offensive_language,God my tweets are so ghetto
neither,God people can be so mean. This Asian guy held the door for these girls and they said they were surprised he could see it with his slant eye
offensive_language,God you're a faggot if you dont think superman is the best superhero
offensive_language,Goes ape shit on my ass like nigggga tf you doin&#128545; i hust saved yo life so i pushed her ass into the the wall then she calmed down again&#128553;&#128529;
offensive_language,"Going comfortable then a hoe today, gotta be relaxed for prom &#128526;&#128076;"
offensive_language,Going for a bitch nigga neck cause nigga am Rollin
offensive_language,Going hard bitch swear I'm on my job throw a quake in the air call that shit a lob
offensive_language,"Going out with bad intension... Keep yo girlfriends inside, and I'm not just saying it ask my nigs I mean it"
neither,"Going through my computer and found the ""Shake that monkey"" video we made freshman year in Dillard! &#128514;&#128514; @BruhKiaraThrowd was Too Short"
neither,Going to California today for some analyzer training. Going into Dick Whitman mode. Wish I had a tan colored suit to wear for the flight.
offensive_language,Going to get my ID today fucking finally I'll see you retards soon
offensive_language,Going to the creek with my bitches tomorrow
neither,Going up to the view point and seeing star child..... What the monkey
offensive_language,"Goku, shutting down hoes since 1984 https://t.co/RETjvhgj1H"
offensive_language,Gold diggin ass bitch lol
neither,Golden Oreos are the best
offensive_language,"Goldiggers wanna marry me, somebody tell them hoes to see therapy."
offensive_language,Goligoski must bleed. He should also leave via ambulance. I guess Sill is the closest thing they have at a McGrath. Hit that bitch.
neither,Gone bust it open for a real nicca &#128540;&#128540;
offensive_language,Gonna drink and talk about bitches that I've almost had.
offensive_language,"Gonna make a chicken sandwich, put half a bottle of tapatio on that bitch, and figure some shit out"
neither,Gonna shower for the sole purpose of shampooing my beard.
offensive_language,"Gonna straight hip check the next hillbilly who tries to apply the term ""derecho"" to a run-of-the-mill thunderstorm. #WVWX"
offensive_language,Gonna surprise earl with a tranny. Best 450 ever fucking spent? Yes
hate_speech,Good Mernin faggots http://t.co/3ZPTPqFkTl
hate_speech,Good Morning to lightskin dyke bitches with Steven Segal ponytails.
offensive_language,Good Morning to you hoes and pimps.
offensive_language,Good day spent with my faggot
offensive_language,"Good day, honkies."
neither,"Good day, honkies. ...I said GOOD DAY! ...honkies."
offensive_language,"Good even-ink, honkies!"
neither,Good evening Charlie and friends @Charlie4927 @StacyDmomof5 @PattiSM74 @cantUCIMblonde @Kacado
offensive_language,"Good lord, I never met a bitch like this before"
offensive_language,Good luck coming to see us in Vegas. That's where all the bitches are at &#128514;&#128536;
neither,Good morning Charlie @Charlie4927 @jrstws @qnoftherealm @SavvyHuman @scdorn @yrwol7 @PlainUnamerican @ErickInNC @PuterPrsn @tomwfry
offensive_language,Good morning Monday I have my truck money full tank and I didn't do any homework. Your my bitch Monday
neither,"Good morning Twitter. Make today a positive one. If you can't do that, beat up as many meanie-faces as possible. Also, I hate flappy bird."
hate_speech,Good morning coons.
offensive_language,Good morning ig .... Giving u white trash body &#128128;&#128128;&#128128; #turntup #webad #wepretty #gayvegas&#8230; http://t.co/w9QI4bIlKT
offensive_language,"Good morning, you hoe ass niggas. *Pimp C voice*"
neither,Good ol' Charlie. #wwc http://t.co/U3kkrlwOqk
neither,Good pick birds
offensive_language,Good pussy change ya life! &#128514;&#128557;
offensive_language,Good they trash RT @jerseyzbest74: Niggas ate most of my chips ahoy cookies and the cookies havent been in the house 20 hours yet
offensive_language,"Good thing about you hoes, u aint hoes forever. ur expiration date will come to"
offensive_language,Good thing my brother loves me more than all you bitches thoo. He woke his ass up after working all night to drive me to school. Thats love.
offensive_language,"Good weed, bad bitch. Got these hoes on my dick like Brad Pitt."
neither,"Good! She's a ghetto thug! &#8220;@grasswire: ""So FPD just arrested @SenNasheed for being in the street. #Ferguson&#8221; https://t.co/puIwlUnBIz&#8221;"
neither,Goodbye hop plants ! Time to dink u!!!! Luv it!!! http://t.co/ImsIE8MKJm
neither,Goodbye x Young Dolph featuring Trinidad James &amp; Shy Glizzy
offensive_language,Goodmorning bitches #ladykimora #sandiego @ Water front San Diego http://t.co/QMuIEPcLJC
offensive_language,Goodmorning uu bitch ass niggas !!!
offensive_language,Goodnight bitches (with a lisp)
offensive_language,Goodnight my real nigga/bitches http://t.co/OKonokbscv
offensive_language,Goodnight pretty bitches n real niggas fuck da rest
offensive_language,Goofy ass. lmfaoo make a niggah laugh
neither,Gorgeous RT@EmrgencyKittens: Calico Maine coon cat http://t.co/jalyL7h60f
offensive_language,Got 1 baby mama no bitch no wife ....
offensive_language,"Got 2 bad bitches with me, Molly and aquafina"
offensive_language,Got a badass bitch just bouncin on my dick @JordyxRivera
offensive_language,Got a bitch so bad you can't afford to fuck.
offensive_language,Got a couple thou den I get a couple shooters Fa dat couple thou mane my niccas will shoot ya &#128591;
offensive_language,Got a iPhone for business but the sidekick is for the bitches &#127926;
offensive_language,Got a lil bitch from the 916
offensive_language,"Got a new bitch and she got ass, lookin at my ex like yeah i know you mad"
offensive_language,Got a red ass bitch wid a red ass pussayyy
offensive_language,Got all the black bitches mad cuz my main bitch vanilla
offensive_language,Got another nigga's bitch in my bed right now
neither,Got chunky marmalade today of a greatful customer for my service over the past 2 yrs #PostieTweet #ServiceMatters http://t.co/pSEnGvyxrw
offensive_language,Got damn man hung tf over like a bitch
neither,Got damn the Lakers trash....
offensive_language,Got good pussy. But ion eat her tho.
offensive_language,"Got hit on by a 70 yr old cripple...&amp; thinking, even if I were to accept your sexual advances there wouldn't be much you could do about it."
offensive_language,Got ketchup on my swim trunks... Sum bitch
offensive_language,Got my mind made nicca ... Fuk u pay me!
offensive_language,"Got my own place , pay my own bills &amp; rent &amp; 2 jobs. Tf am I worried about a next bitch for?"
offensive_language,"Got my shit changed doe , find the PW now bitches ! Haha"
neither,Got my vans on.. My pockets chunky
offensive_language,Got myself a new job bitches! &#128074;
offensive_language,Got one bitch in economy and one bitch back in coach.
offensive_language,"Got the Vector Job, bitch."
offensive_language,Got these hoes lurkin got these niggahs talkin
offensive_language,Got this bad Spanish bitch &#128514;&#128079;&#128076;&#128527;&#128536; .
neither,Got to 18 on flappy bird...
neither,Got to 8 on flappy birds can you say happiest girl on earth
offensive_language,Got uh bitch dat set it off like Jada Pickett &#128130;&#128176;&#128176;&#128293;&#128299;&#128299;
offensive_language,"Got up to get food, dropped a fruitsnack and my dog went ape shit and woke the whole house up.&#128553;"
offensive_language,"Got ya crackas, spics, chinks, and carpet riders but no niggas MLK ain't fight for nothing #GimmeABlackEmoji"
offensive_language,Got you're bitch panties niagra falling
offensive_language,Got your bitch over here combing my hair for me. http://t.co/K6J3NMRmZW
offensive_language,Got your bitch with me right now.
offensive_language,Gotchya bitch
neither,Gotta bad red bone that look something like Ashanti
offensive_language,Gotta bitch with some church's chicken thighs
offensive_language,Gotta go get a haircut ASAP tomorrow ain't no bitches looking at me right now. And today they all was out. The frustration.
neither,Gotta keep the sox down while they're down! #RedSox #Yankees #mlb
hate_speech,"Gotta love rednecks. Loud, stupid, stubborn, and full o schitt."
neither,Gotta love the undignified sprint across the yellow light to transfer buses because the first one was dawdling
offensive_language,Gotta missed call from yoooo bitch
offensive_language,"Gotta put it back in rotation RT @MRGDII: @viaNAWF ain't heard u say...""you lil stupid ass bitch"" in a minute fam u slackin lol"
offensive_language,Gotta question the nicca standing next to you cut em off
offensive_language,Gotta smile dat drive bad bitches crazy
offensive_language,Gotta watch these hoes &#128064;
offensive_language,Gov. Rick Scott Kicks Charlie Crist&#8217;s Ass http://t.co/YasZ6yXfwc http://t.co/RDmCnzyGbE
offensive_language,Gov. Rick Scott Kicks Charlie Crist&#8217;s Ass http://t.co/x6kOQsVCUa
neither,Graham crackers and hazelnut coffee are my fave &#128152;&#9786;&#65039;
neither,"Grandma's Homemade Potato Soup - An old fashioned, simple, chunky potato soup like Grandma made, wit http://t.co/ZV8ZsmHNlm"
neither,"Grandma: ""(Macon) is a rinky dink mosquito-filled cop-infested swamp."" LMAO"
offensive_language,Grant bitches more than a 14 year old white bitch
